BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
C4:49:BB:81:F0:16,2023-05-10 04:12:42,2023-05-10 04:13:46,11,10,WPA2, ,PSK,-36, ,0,0.0.0.0,17,WiFi Hotspot 0354, ,47.061954,27.335712
00:1E:42:19:CB:3B,2023-05-10 03:54:07,2023-05-10 04:14:33,1,10,Open, ,,-48, ,1,0.0.0.0,12,Orange Wi-Fi, ,47.061954,27.335712
8A:5A:B0:55:72:98,2023-05-10 03:05:42,2023-05-10 04:15:33,9,0,, ,,0, ,0,0.0.0.0,17,8A5AB0557298, ,0,0
B0:E1:7E:BD:A8:D8,2023-05-10 03:07:23,2023-05-10 04:15:43,5,10,WPA2, ,PSK,-74, ,0,0.0.0.0,4,arac, ,47.061954,27.335712
90:F8:91:22:83:04,2023-05-10 03:08:59,2023-05-10 04:16:52,2,10,WPA2, ,PSK,-58, ,0,0.0.0.0,14,DIGI-24-228304, ,47.061954,27.335712
34:20:03:E2:97:60,2023-05-10 04:16:04,2023-05-10 04:17:14,6,10,WPA2, ,PSK,-52, ,0,0.0.0.0,14,70mai_d06_9760, ,47.061954,27.335712
38:43:7D:8F:4F:1F,2023-05-10 04:17:08,2023-05-10 04:17:08,1,,, ,,, ,0,0.0.0.0,17,38437D8F4F1F, ,0,0
00:54:AF:A9:93:79,2023-05-10 04:18:13,2023-05-10 04:18:18,11,10,WPA2, ,PSK,-52, ,0,0.0.0.0,11,Hotspot9379, ,47.061954,27.335712
5E:16:7F:52:C1:33,2023-05-10 04:18:43,2023-05-10 04:19:00,149,60,WPA3-TRANSITION, ,,-68, ,0,0.0.0.0,18,iPhone - Alexandra, ,47.061954,27.335712
48:7A:FF:1F:53:38,2023-05-10 04:19:15,2023-05-10 04:19:15,149,60,WPA2, ,PSK,-75, ,0,0.0.0.0,12,Hyundai_GXMw, ,47.061954,27.335712
44:27:F3:A9:E6:89,2023-05-10 04:19:17,2023-05-10 04:19:22,11,10,WPA2, ,PSK,-44, ,0,0.0.0.0,20,70mai_Pro Plus+_e689, ,47.061954,27.335712
10:27:F5:19:92:3A,2023-05-10 03:05:36,2023-05-10 04:21:19,1,10,WPA2, ,PSK,-72, ,0,0.0.0.0,3,CZC, ,47.061954,27.335712
6A:EB:B6:24:56:78,2023-05-10 03:06:30,2023-05-10 04:21:25,8,10,WPA2, ,PSK,-72, ,6,0.0.0.0,12,TP-Link_5680, ,47.061954,27.335712
A4:81:7A:48:E8:42,2023-05-10 04:22:13,2023-05-10 04:22:13,11,,, ,,, ,0,0.0.0.0,17,A4817A48E842, ,0,0
28:0F:EB:2C:77:B5,2023-05-10 04:22:17,2023-05-10 04:22:22,149,60,WPA2, ,PSK,-65, ,0,0.0.0.0,21,DACIA_3758           , ,47.061954,27.335712
90:55:DE:69:90:A0,2023-05-10 03:06:09,2023-05-10 04:23:54,11,10,WPA2, ,PSK,-74, ,0,0.0.0.0,11,DIGI_6990a0, ,47.061954,27.335712
00:1E:42:19:22:B5,2023-05-10 03:57:20,2023-05-10 04:23:59,11,10,Open, ,,-56, ,0,0.0.0.0,12,Orange Wi-Fi, ,47.061954,27.335712
10:7B:44:9D:C0:24,2023-05-10 03:53:15,2023-05-10 04:25:04,36,0,, ,,0, ,56,0.0.0.0,17,107B449DC024, ,0,0
2A:0F:EB:52:0C:83,2023-05-10 04:25:24,2023-05-10 04:25:29,161,60,WPA2, ,PSK,-71, ,0,0.0.0.0,26,Share_RENAULT_HotSpot_1281, ,47.061954,27.335712
10:7B:44:9D:C0:20,2023-05-10 03:53:15,2023-05-10 04:25:57,13,0,, ,,0, ,0,0.0.0.0,17,107B449DC020, ,0,0
14:22:33:EB:EA:58,2023-05-10 04:25:35,2023-05-10 04:25:35,10,10,WPA2, ,PSK,-76, ,0,0.0.0.0,11,DIGI_ebea58, ,47.061954,27.335712
08:6F:48:95:C1:DA,2023-05-10 04:25:56,2023-05-10 04:28:31,7,10,WPA2, ,PSK,-22, ,0,0.0.0.0,21,70mai_A800S_2.4G_c1da, ,47.061954,27.335712
F8:64:B8:D3:29:9A,2023-05-10 03:30:19,2023-05-10 04:28:31,11,0,, ,,0, ,0,0.0.0.0,17,F864B8D3299A, ,0,0
66:09:79:8A:49:02,2023-05-10 04:28:58,2023-05-10 04:29:24,8,10,, ,,-46, ,0,0.0.0.0,17,6609798A4902, ,47.061954,27.335712
8A:5A:85:01:73:3A,2023-05-10 04:29:18,2023-05-10 04:29:28,157,60,WPA2, ,PSK,-72, ,0,0.0.0.0,16,DIRECT-BMW 85820, ,47.061954,27.335712
52:53:00:52:D1:CC,2023-05-10 04:29:46,2023-05-10 04:29:46,13,10,WPA2, ,PSK,-52, ,0,0.0.0.0,12,CarLinkAP662, ,47.061954,27.335712
B2:00:73:F6:BB:3E,2023-05-10 04:30:16,2023-05-10 04:30:17,149,60,WPA2, ,PSK,-63, ,0,0.0.0.0,16,DIRECT-BMW 34401, ,47.061954,27.335712
34:20:03:BA:CC:60,2023-05-10 04:31:21,2023-05-10 04:31:48,6,10,WPA2, ,PSK,-54, ,0,0.0.0.0,14,70mai_d06_cc60, ,47.061954,27.335712
76:08:DB:1C:8D:8D,2023-05-10 04:31:32,2023-05-10 04:31:32,6,60,WPA2, ,PSK,-70, ,0,0.0.0.0,16,iPhone - Gabriel, ,47.061954,27.335712
14:18:2A:3F:CE:D1,2023-05-10 03:09:05,2023-05-10 04:32:15,3,10,WPA2, ,PSK,-56, ,0,0.0.0.0,9,DIGI-t9Gy, ,47.061954,27.335712
80:8C:97:31:1E:F5,2023-05-10 03:09:37,2023-05-10 04:32:26,11,10,WPA2, ,PSK,-60, ,0,0.0.0.0,14,DIGI-24-311EF5, ,47.061954,27.335712
54:67:51:9E:0F:60,2023-05-10 03:27:44,2023-05-10 04:32:20,1,10,WPA2, ,PSK,-58, ,0,0.0.0.0,10,UPC7D949F4, ,47.061954,27.335712
2C:D2:6B:0E:20:83,2023-05-10 04:30:08,2023-05-10 04:32:10,36,60,WPA2, ,PSK,-69, ,0,0.0.0.0,19,DDPAI_MINI5_5G_2083, ,47.061954,27.335712
A4:00:E2:D7:93:10,2023-05-10 03:33:26,2023-05-10 04:33:35,11,0,, ,,0, ,0,0.0.0.0,17,A400E2D79310, ,0,0
10:27:F5:19:92:16,2023-05-10 04:08:15,2023-05-10 04:34:28,1,10,WPA2, ,PSK,-76, ,0,0.0.0.0,3,CZC, ,47.061954,27.335712
E4:F7:5B:24:66:7E,2023-05-10 04:25:56,2023-05-10 04:34:28,1,10,WPA2, ,PSK,-74, ,0,0.0.0.0,13,Vodafone-C563, ,47.061954,27.335712
1A:48:CA:F8:6E:E6,2023-05-10 04:34:16,2023-05-10 04:34:16,153,60,WPA2, ,PSK,-76, ,0,0.0.0.0,10,My VW 2950, ,47.061954,27.335712
F6:FA:00:25:F4:27,2023-05-10 04:34:17,2023-05-10 04:34:21,161,60,WPA3-TRANSITION, ,,-74, ,0,0.0.0.0,6,iPhone, ,47.061954,27.335712
04:D4:C4:30:87:F6,2023-05-10 03:13:58,2023-05-10 04:35:00,6,10,WPA2, ,PSK,-58, ,0,0.0.0.0,15,DIGI_40893a_RPT, ,47.061954,27.335712
D8:32:14:6E:2E:61,2023-05-10 03:59:54,2023-05-10 04:34:39,8,10,WPA2, ,PSK,-76, ,0,0.0.0.0,9,DIGI-Wv5f, ,47.061954,27.335712
98:44:CE:68:18:C0,2023-05-10 04:34:39,2023-05-10 04:34:39,6,10,WPA2, ,PSK,-76, ,0,0.0.0.0,9,DIGI-V2fZ, ,47.061954,27.335712
48:D8:90:BA:1D:11,2023-05-10 04:34:44,2023-05-10 04:35:00,6,10,WPA2, ,PSK,-40, ,0,0.0.0.0,18,DDPAI_mola_N3_1D11, ,47.061954,27.335712
1A:48:CA:98:6E:E6,2023-05-10 04:34:49,2023-05-10 04:34:49,6,10,WPA2, ,PSK,-60, ,0,0.0.0.0,10,My VW 2950, ,47.061954,27.335712
A4:7D:9F:47:84:6C,2023-05-10 04:33:52,2023-05-10 04:35:43,36,60,WPA2, ,PSK,-70, ,0,0.0.0.0,19,70mai_A800S_5G_846c, ,47.061954,27.335712
48:7A:FF:3A:6C:2E,2023-05-10 04:35:25,2023-05-10 04:35:36,149,60,WPA2, ,PSK,-65, ,0,0.0.0.0,12,Hyundai_JLjo, ,47.061954,27.335712
AE:A4:B7:47:CA:85,2023-05-10 04:35:32,2023-05-10 04:35:32,6,10,WPA3-TRANSITION, ,,-54, ,0,0.0.0.0,17,AEA4B747CA85, ,47.061954,27.335712
34:20:03:E3:45:FD,2023-05-10 04:34:12,2023-05-10 04:36:14,6,10,WPA2, ,PSK,-42, ,0,0.0.0.0,14,70mai_d06_45fd, ,47.061954,27.335712
60:E3:27:3B:C1:A8,2023-05-10 04:27:48,2023-05-10 04:37:03,7,10,WPA2, ,PSK,-74, ,0,0.0.0.0,12,TP-LINK_C1A8, ,47.061954,27.335712
76:EB:80:58:42:96,2023-05-10 04:34:22,2023-05-10 04:37:24,1,10,WPA2, ,PSK,-42, ,0,0.0.0.0,13,Galaxy J80296, ,47.061954,27.335712
DE:47:32:F0:28:3C,2023-05-10 03:40:00,2023-05-10 04:37:56,9,10,WPA2, ,PSK,-74, ,0,0.0.0.0,17,DE4732F0283C, ,47.061954,27.335712
6E:1D:EB:1B:E7:4D,2023-05-10 04:37:56,2023-05-10 04:37:56,6,10,WPA2, ,PSK,-58, ,0,0.0.0.0,12,Audi_DUOLIFE, ,47.061954,27.335712
