BSSID,First Time Seen,Last Time Seen,Channel,Speed,Privacy,Cipher,Authentication,Power,#Beacons,#IV,LAN IP,ID-Length,ESSID,Key,Latitudine,Longitudine
3C:84:6A:58:72:3C,2023-05-10 04:50:25,2023-05-10 04:50:25,40,60,WPA2, ,PSK,-87, ,0,0.0.0.0,8,Office5G, ,45.250199,28.019253
14:18:2A:37:1E:F1,2023-05-10 03:01:15,2023-05-10 04:51:05,6,10,WPA2, ,PSK,-64, ,0,0.0.0.0,9,DIGI-S6mt, ,45.2501989999999,28.0192529999999
E6:61:BB:AA:2E:BE,2023-05-10 04:52:21,2023-05-10 04:52:21,36,60,WPA2, ,PSK,-86, ,0,0.0.0.0,16,Redmi Note 10 5G, ,45.250199,28.019253
58:70:C6:D2:1F:09,2023-05-10 04:52:26,2023-05-10 04:52:26,5,10,WPA2, ,PSK,-60, ,0,0.0.0.0,15,YICarCam_d21f09, ,90,28.019253
8C:59:73:5C:F1:11,2023-05-10 03:04:22,2023-05-10 04:53:17,1,10,WPA2, ,PSK,-64, ,4,0.0.0.0,10,Unique dep, ,45.250199,28.019253
DE:F7:56:F0:7D:8C,2023-05-10 04:30:51,2023-05-10 04:53:33,1,10,WPA2, ,PSK,-54, ,0,0.0.0.0,14,Galaxy J6+3D8C, ,45.250199,28.019253
28:0F:EB:A8:E4:23,2023-05-10 04:55:02,2023-05-10 04:56:09,149,60,WPA2, ,PSK,-64, ,0,0.0.0.0,21,DACIA_6619           , ,45.250199,28.019253
00:25:42:E7:5E:EE,2023-05-10 04:57:04,2023-05-10 04:57:04,6,10,WPA2, ,PSK,-76, ,0,0.0.0.0,24,Blackvue750X3Plus-E75EEE, ,45.250199,28.019253
08:78:08:6E:BD:EC,2023-05-10 03:00:54,2023-05-10 04:57:52,1,55,WPA2, ,PSK,-42, ,73,0.0.0.0,13,AndroidAPBDEC, ,45.2501990000002,28.0192530000001
4E:B4:C3:93:30:51,2023-05-10 04:58:04,2023-05-10 04:58:20,11,10,, ,,-80, ,0,0.0.0.0,17,4EB4C3933051, ,45.250199,28.019253
44:27:F3:2C:D6:C3,2023-05-10 03:44:32,2023-05-10 04:58:42,11,10,WPA2, ,PSK,-48, ,0,0.0.0.0,20,70mai_Pro Plus+_d6c3, ,45.250199,28.0192529999999
B8:DE:5E:DD:8C:AE,2023-05-10 04:58:39,2023-05-10 04:58:39,3,10,WPA2, ,PSK,-80, ,0,0.0.0.0,14,70mai_d02_8cae, ,45.250199,28.019253
3C:7C:3F:48:B4:9A,2023-05-10 03:01:14,2023-05-10 04:59:51,56,60,WPA2, ,PSK,-81, ,0,0.0.0.0,23,Personal Riverside - 5G, ,45.2501989999999,28.019253
C8:3A:35:3A:8F:E8,2023-05-10 03:01:21,2023-05-10 04:59:35,3,55,WPA2, ,PSK,-74, ,23,0.0.0.0,7,barulet, ,45.250199,28.019253
3C:7C:3F:48:B4:98,2023-05-10 03:01:51,2023-05-10 04:59:33,6,10,WPA2, ,PSK,-68, ,1,0.0.0.0,15,Hotel Riverside, ,45.2501989999999,28.0192529999999
54:67:51:24:D1:AD,2023-05-10 03:01:53,2023-05-10 04:59:36,6,10,WPA2, ,PSK,-52, ,0,0.0.0.0,5,Totem, ,45.2501990000002,28.0192530000002
16:18:2A:57:1E:F1,2023-05-10 03:00:47,2023-05-10 05:00:01,48,60,WPA2, ,PSK,-70, ,3,0.0.0.0,11,fiberhome-6, ,45.250199,28.0192530000004
16:18:2A:87:1E:F1,2023-05-10 03:00:47,2023-05-10 05:00:01,48,60,WPA2, ,PSK,-70, ,0,0.0.0.0,17,16182A871EF1, ,45.250199,28.0192530000004
64:D1:54:90:D2:95,2023-05-10 03:01:01,2023-05-10 04:59:59,64,0,, ,,0, ,0,0.0.0.0,17,64D15490D295, ,0,0
28:64:B0:69:B5:49,2023-05-10 04:42:01,2023-05-10 05:00:03,6,0,, ,,0, ,0,0.0.0.0,17,2864B069B549, ,0,0
00:1C:D7:4A:8D:DF,2023-05-10 04:42:22,2023-05-10 05:00:10,1,10,WPA2, ,PSK,-62, ,0,0.0.0.0,9,Audi23237, ,45.250199,28.019253
AA:EE:52:5E:2E:92,2023-05-10 03:00:42,2023-05-10 05:00:35,2,10,WPA2, ,PSK,-54, ,0,0.0.0.0,17,Unique Terasa 2.4, ,0,90
28:EE:52:5E:2E:9F,2023-05-10 03:00:42,2023-05-10 05:00:35,2,10,WPA2, ,PSK,-52, ,14,0.0.0.0,13,Unique Terasa, ,45.2501990000002,28.0192530000003
3C:7C:3F:48:B4:94,2023-05-10 03:00:42,2023-05-10 05:00:40,100,60,WPA2, ,PSK,-69, ,274,0.0.0.0,32,7E9B55D6C00BE347E48E4821F4AB96DD, ,45.2501989999989,28.0192529999983
24:28:FD:75:70:ED,2023-05-10 03:00:43,2023-05-10 05:00:40,3,110,WPA2, ,PSK,-30, ,379,0.0.0.0,10,NavromLink, ,0,90
50:D4:F7:67:D9:B0,2023-05-10 03:00:43,2023-05-10 05:00:40,5,110,WPA2, ,PSK,-40, ,46,0.0.0.0,15,Riverside Curte, ,45.250199,28.0192530000004
54:67:51:24:D1:9D,2023-05-10 03:00:44,2023-05-10 05:00:39,40,60,WPA2, ,PSK,-63, ,0,0.0.0.0,5,Totem, ,45.2501989999997,28.0192529999972
0C:80:63:CC:65:98,2023-05-10 03:00:44,2023-05-10 05:00:39,36,60,WPA2, ,PSK,-64, ,0,0.0.0.0,25,THE DOCKS by Riverside_5G, ,45.2501989999998,28.0192529999972
A2:EE:52:5E:2E:91,2023-05-10 03:00:44,2023-05-10 05:00:39,44,60,WPA2, ,PSK,-70, ,0,0.0.0.0,13,Unique Terasa, ,45.2501989999999,28.0192529999973
28:EE:52:5E:2E:9E,2023-05-10 03:00:44,2023-05-10 05:00:39,44,60,WPA2, ,PSK,-69, ,0,0.0.0.0,13,Unique Terasa, ,45.2501989999999,28.0192529999973
14:18:2A:37:1E:F9,2023-05-10 03:00:47,2023-05-10 05:00:23,48,60,WPA2, ,PSK,-70, ,0,0.0.0.0,9,DIGI-S6mt, ,45.250199,28.0192530000004
66:32:B1:40:57:7D,2023-05-10 03:00:50,2023-05-10 05:00:39,36,60,WPA2, ,PSK,-75, ,0,0.0.0.0,17,6632B140577D, ,45.250198999999,28.0192529999996
60:32:B1:40:57:7D,2023-05-10 03:00:50,2023-05-10 05:00:39,36,60,WPA2, ,PSK,-73, ,0,0.0.0.0,6,Unique, ,45.2501989999991,28.0192529999997
50:D4:F7:67:D9:AF,2023-05-10 03:00:52,2023-05-10 05:00:38,36,60,WPA2, ,PSK,-56, ,0,0.0.0.0,18,Riverside Curte_5G, ,45.2501989999991,28.0192529999997
3C:7C:3F:48:B4:9C,2023-05-10 03:00:56,2023-05-10 05:00:40,100,60,WPA2, ,PSK,-73, ,0,0.0.0.0,17,3C7C3F48B49C, ,45.250199,28.0192530000004
08:55:31:87:AF:DC,2023-05-10 03:00:58,2023-05-10 05:00:39,56,60,WPA2, ,PSK,-79, ,39,0.0.0.0,18,CometeiNET_grv_sec, ,45.2501990000003,28.0192530000002
CA:2C:4F:A3:36:E5,2023-05-10 03:01:02,2023-05-10 05:00:37,3,10,Open, ,,-52, ,0,0.0.0.0,23,HiSmart-01-ca2c4fa336e5, ,45.2501990000002,28.0192530000003
66:32:B1:40:57:7E,2023-05-10 03:01:02,2023-05-10 05:00:32,8,10,WPA2, ,PSK,-54, ,0,0.0.0.0,17,6632B140577E, ,45.2501990000002,28.0192530000003
60:32:B1:40:57:7E,2023-05-10 03:01:13,2023-05-10 05:00:38,9,110,WPA2, ,PSK,-54, ,18,0.0.0.0,6,Unique, ,45.2501990000002,28.0192530000003
0C:80:63:CC:65:96,2023-05-10 03:01:16,2023-05-10 05:00:38,36,180,WPA2, ,PSK,-54, ,390,0.0.0.0,22,THE DOCKS by Riverside, ,45.2501990000001,28.0192530000001
3C:84:6A:58:72:3A,2023-05-10 03:01:31,2023-05-10 05:00:29,5,10,WPA2, ,PSK,-64, ,454,0.0.0.0,8,Office2G, ,45.250199,28.019253
3C:7C:3F:48:B4:90,2023-05-10 03:01:37,2023-05-10 05:00:21,108,10,WPA2, ,PSK,-72, ,368,0.0.0.0,15,Hotel Riverside, ,45.2501989999999,28.019253
F8:64:B8:F5:B2:0E,2023-05-10 03:03:14,2023-05-10 05:00:35,6,0,, ,,0, ,0,0.0.0.0,17,F864B8F5B20E, ,0,0
7E:24:95:DC:E9:E3,2023-05-10 04:35:30,2023-05-10 05:00:38,36,110,WPA2, ,PSK,-46, ,33,0.0.0.0,15,Galaxy A20e6247, ,45.2501989999999,28.019253
